Question,Answer,File,URL
Can I bring a support person to an appearance?,Yes — you have the right to bring a support person with you.,0_1_10_3,https://www.sfu.ca/students/enrolment-services/appeals/general-appeals.html
What should I not submit from my original WE application package?,Any documentation from your original WE application package.,0_1_10_3,https://www.sfu.ca/students/enrolment-services/appeals/general-appeals.html
Will the Board consider appeals that include new information or documentation not originally presented?,Yes — appeals will be considered if new information or documentation not originally presented is provided.,0_1_10_3,https://www.sfu.ca/students/enrolment-services/appeals/general-appeals.html
What is the contact email for questions to the Secretary of the Senate Appeals Board?,sabapp@sfu.ca,0_1_10_3,https://www.sfu.ca/students/enrolment-services/appeals/general-appeals.html
What is the postal address listed for Simon Fraser University?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_1_10_3,https://www.sfu.ca/students/enrolment-services/appeals/general-appeals.html
"What does ""WE"" stand for?",Withdrawal Under Extenuating Circumstances,0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
How can I apply for a Withdrawal Under Extenuating Circumstances?,See how to apply for a Withdrawal Under Extenuating Circumstances.,0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
What should I check if I can't find what I'm looking for?,Check out our FAQ's.,0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
What option do I have if my WE application gets denied?,See what option you have if your WE application gets denied.,0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
Where is Simon Fraser University located?,"Burnaby, B.C., Canada",0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
What is the full street address of Simon Fraser University?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
What is the postal code for Simon Fraser University?,V5A 1S6,0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
Which Indigenous peoples' unceded traditional territories do Simon Fraser University's campuses reside on?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
How many campuses does Simon Fraser University have?,Three,0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
"Where can I learn about the principles, definitions, and criteria mentioned on the site?","Learn about the principles, definitions, criteria and more.",0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
What legal links are provided at the bottom of the page?,"Terms & Conditions
Privacy policy",0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
Who holds the copyright for this webpage?,Simon Fraser University,0_1_10_4,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html
What commitment does Simon Fraser University make about the treatment of its community members?,Simon Fraser University is committed to the fair and just treatment of each and every member of the University community.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
What types of appeals are listed on this page?,"Admission appeals
Withdrawal - Extenuating Circumstances
Student Disciplinary appeals
General appeals",0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
What is the email address for appeals submissions?,sabapp@sfu.ca,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
How can applicants submit admission questions online?,Using the Future Students portal.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
What topics can Registrar and Information Services LiveHelp help with?,"goSFU
Enrolment
Academic dates and deadlines
Tuition
University policies and regulations
Transcript requests
SFU ID cards
Form completion
Custom letters",0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
How do I sign in to use LiveHelp?,Sign in using your SFU computing ID through a secure connection.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
What should I launch to start a LiveHelp session?,Launch liveHelp,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
What is the campus address for Simon Fraser University?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
In which city and province is the campus located?,"Burnaby, British Columbia",0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
What is the postal code for the campus address?,V5A 1S6,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
Which Indigenous peoples’ unceded traditional territories are acknowledged by Simon Fraser University?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
Where can I find the Terms & Conditions and Privacy policy?,In the footer (bottom) of the Simon Fraser University website.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
"How can I get information about enrolment, academic dates and deadlines, or tuition?",Contact Registrar and Information Services via LiveHelp — sign in using your SFU computing ID through a secure connection.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
How can I request a transcript or an SFU ID card?,Contact Registrar and Information Services via LiveHelp — sign in using your SFU computing ID through a secure connection.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
Can I get assistance with form completion and custom letters through LiveHelp?,Yes — contact Registrar and Information Services via LiveHelp; sign in with your SFU computing ID.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
Is there an appeal option for withdrawal due to extenuating circumstances?,Yes — Withdrawal - Extenuating Circumstances.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
Is there a process for student disciplinary appeals?,Yes — Student Disciplinary appeals.,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
Are financial aid and awards mentioned on this page?,Yes,0_1_10,https://www.sfu.ca/students/enrolment-services/appeals.html
What is an academic concession?,"Academic concessions are granted when unexpected situations or circumstances prevent students from participating in course-related activities, which could include missing a class, or completing graded work or exams.",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
When are academic concessions granted?,"When unexpected situations or circumstances prevent students from participating in course-related activities (e.g., illness, accident, family situation, or similar unanticipated changes in personal responsibilities).",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What kinds of situations may call for an academic concession?,"Illness, accident, family situation, and similar unanticipated changes in personal responsibilities that create a conflict or warrant particular compassion.",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Who normally grants academic concessions?,Individual instructors (and/or departments or Faculty under established policies),0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What should a student do as a first step when they need a concession?,Speak to their instructor as a first step.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
How does an academic concession differ from an academic accommodation?,"An academic concession is a discretionary exception granted by an instructor or department for unexpected circumstances (e.g., extensions, deferred exams). An academic accommodation is a required modification or added University resource to ensure fair access for protected grounds (e.g., disability, religion), authorized by the Centre for Accessible Learning or Human Rights Office under SFU policy.",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What legal policies require SFU to provide accommodations?,"Accessibility for Students with Disabilities Policy (GP26)
Human Rights Policy (GP18)",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Who typically notifies instructors about the need for an academic accommodation?,The SFU Centre for Accessible Learning (for disability grounds) or the Human Rights Office (for other grounds).,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What kinds of barriers or conditions may justify an accommodation?,"Learning disabilities
Chronic health disabilities
Mental health disabilities
Conflicts with religious holidays
Extended injury/illness (e.g., concussion, fractured writing arm)",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Can an extended injury or illness qualify a student for accommodation through the Centre for Accessible Learning?,"Yes — in some cases (e.g., concussion or fractured writing arm) through the Centre for Accessible Learning’s temporary injury process.",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Where should faculty or staff refer students who ask about accommodating disabilities?,SFU Centre for Accessible Learning,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What types of instructor-granted concessions are common?,"Extensions
Deferred exams
Make-up exams
Alternate assignments
Re-weighting of grades",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Do instructors have to grant every request for a concession?,No. Instructors have discretion and are not required to grant every request; they must exercise that discretion reasonably and fairly and may approve or decline.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What is a DE grade?,A DE grade is a temporary grade assigned at the end of the term for incomplete coursework; a deferred grade that will eventually revert to a letter grade or notation.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
In what circumstances can a DE notation be issued?,"1. When a student has incomplete coursework at the end of the term because an instructor (or department) has granted a deferral/extension (instructor‑granted concession).  
2. When a student has been approved to defer an examination or other assessment (a deferred exam/assessment arrangement authorized by the department/Registrar).",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What happens to unchanged DE notations after the first week of the following term?,They are converted automatically to N grades.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
How can an instructor obtain an extension for a DE notation?,Get the department chair’s approval and submit the extension in writing to the Office of the Registrar with a final deferral date; normally the maximum extension is to the end of the term following the original deferral.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What is the normal maximum extension allowed for a DE grade?,The end of the term following the original deferral.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What does the WE notation indicate on a transcript?,That the student applied for and was approved to drop the course after the normal drop deadline due to extenuating circumstances.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
How does a student apply for a WE?,By applying through the Academic Appeals office in Student Services (not through their instructor).,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Are WE applications always approved?,No — approval is not guaranteed.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Are tuition refunds commonly granted for WE approvals?,No — they are rarely granted.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Would a minor short-term absence normally qualify for a WE?,No.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What is an AE grade and when is it granted?,"AE grade: an AE (aegrotat or “compassionate pass”) is a temporary grade granted by the Registrar on the recommendation of the instructor or department chair for an incomplete course on medical or compassionate grounds; courses granted AE standing are not included in the GPA and the course requirements will normally have been substantially fulfilled.

When granted: reserved for extreme cases where instructor-granted concessions, DE, or WE are not available; written evidence must support the request and be received by the Registrar or department within 96 hours of a scheduled final exam or within 96 hours of the last day of term lectures.",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What evidence is required to support an AE (aegrotat) request?,"Written evidence

Must be received by the registrar or department within 96 hours of the scheduled final exam or within 96 hours of the last day of term lectures",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What are the deadlines for submitting written evidence for an AE grade?,"Within 96 hours of a scheduled final exam
Within 96 hours of the last day of term lectures",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Are courses with AE standing included in GPA calculations?,No — courses with AE standing are not included in the GPA calculation.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
In what situations is an AE grade generally reserved?,"The most extreme cases where instructor-granted concessions, DE, or WE options are not available.",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Who should instructors speak with before arranging an AE with a student?,The Registrar,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What kinds of program-level flexibility might departments provide?,"course substitutions
course prerequisite waivers
continuance GPA exceptions
degree‑level requirement exceptions",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Who should students talk to about Department/Faculty-granted concessions?,The relevant Academic Advisor,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Are students required to provide documentation to support concession requests?,They may be required. Students are not required to present medical documentation for minor/short‑term illnesses (expected ≤5 days). Instructors can require medical documentation for missed final exams or assessments worth >20% of the course and must state such requirements in the syllabus.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
When are students not required to present medical documentation for an academic concession?,When seeking an Academic Concession for minor or short-term illnesses expected to last five days or less.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
When can instructors request medical documentation for assessments or exams?,When a student misses a final examination or an assessment worth more than 20% of the final course grade — and the instructor must make such requirements clear in the course syllabus.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What must instructors disclose in the course syllabus regarding medical documentation?,"They must state in the syllabus the instances when students must present medical documentation — for example, if missing a final exam or an assessment worth more than 20% of the final grade.",0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Can an instructor request additional documentation if they suspect misuse of the concession process?,Yes. An instructor may request documentation in addition to the Academic Concession Form if they believe a student has misused the Academic Concession process.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What is the consequence of filing a false Academic Concession request?,It is a violation of the Student Academic Integrity Policy.,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What form are students required to complete when seeking an academic concession from their instructor?,Academic Concession Form,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Through which office do students apply for a WE?,Academic Appeals office in Student Services,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
Which offices notify or advise instructors regarding religious accommodations?,SFU Human Rights Office,0_1_11_1,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html
What three letters appear at the top of the extracted text?,F T I,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
What two academic services or headings are listed?,"Academic Concession
Academic Accommodation",0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
What is the full street address shown?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
In which city is the address located?,Burnaby,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
In which province is the address located?,British Columbia,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
What is the postal code in the address?,V5A 1S6,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
Which country is listed in the address?,Canada,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
Which university is named in the copyright line?,Simon Fraser University,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
What legal or policy links are mentioned?,"Terms & Conditions
Privacy policy",0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
How many campuses does the text say the university has?,three,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
On whose unceded traditional territories do the university’s campuses reside?,"xʷməθkʷəy̓əm (Musqueam)
Sḵwx̱wú7mesh Úxwumixw (Squamish)
səlilwətaɬ (Tsleil-Waututh)
q̓íc̓əy̓ (Katzie)
kʷikʷəƛ̓əm (Kwikwetlem)
Qayqayt
Kwantlen
Semiahmoo
Tsawwassen",0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
Which Indigenous peoples are specifically named in the land acknowledgement?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil‑Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
What is the full name of the university as indicated by the address and copyright?,Simon Fraser University,0_1_11,https://www.sfu.ca/students/enrolment-services/policies-and-procedures.html
What is an example of an academic integrity violation involving improper citation?,Cutting and pasting sections from the internet and submitting the paper without accurately citing all the sources.,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Which policy section applies when a student fails to provide accurate citations (S2.3.1)?,S2.3.1 — Failing to acknowledge the work of another author (plagiarism),0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What advice does the text give for avoiding plagiarism and improving time management?,"Avoiding plagiarism:
- Take the plagiarism tutorial.
- Provide accurate and proper citations for all sources (including self‑citation) and acknowledge others’ work.
- Research relevant sources and synthesize them into your own interpretation.
- Speak to your instructor before re‑using previous work or if unsure.
- Use Student Learning Commons writing consultations and workshops; do not purchase or submit work created by others.

Improving time management:
- Develop good time management skills and study habits.
- Use Student Learning Commons resources and staff; meet with them to learn tools for effective time management.
- Speak with your instructor/TA during office hours and seek help early from academic advisors or SFU Health and Counselling.",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What likely penalty is given for a first offense by a new student who failed to cite sources?,Consideration given for first offense by new student.,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What constitutes collusion according to the document?,"Collaborating on assignments without the permission of the instructor.

Submitting work as individual work even though the work was not done individually.",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Which policy sections cover unauthorized device use and collusion during exams (s.2.3.3 and s.2.3.6)?,"s.2.3.3 — Unauthorized access of information pertaining to examinations / use of unauthorized devices (cheating)
s.2.3.6 — Collusion (unauthorized collaboration)",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What is the likely penalty for collaborating via text messages during an online exam?,Zero on the exam.,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
How does the text distinguish between collaboration and collusion?,"Collusion: a form of cheating that occurs when work is submitted as individual work even though the work was not done individually.

Collaboration: encouraged and permitted when the instructor has assigned a team project.",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What is prohibited when re-using your own previous work in a new course?,"Resubmitting the same (or substantially the same) essay, project, presentation, or other assignment more than once without prior approval from the instructor.",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Which policy section addresses submitting substantially the same work more than once (S 2.3.2)?,S 2.3.2,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What should a student do if they want to use previous work as a basis for a new assignment?,Obtain prior approval from the instructor; speak to your instructor during office hours to discuss how previous work can be used; cite yourself in the new paper.,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What is the likely penalty for re-submitting substantially the same essay without permission?,Zero on the work.,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Which actions during an online exam are considered cheating under s.2.3.3?,"- Accessing web pages or online resources during the exam without authorization
- Using a mobile phone without permission
- Using any other device without permission
- Unauthorized access of information pertaining to the examination (e.g., texting friends about answers)",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What resources does the Student Learning Commons offer to help struggling students?,"Plagiarism tutorial
Information on time management / tools for effective time management
Staff support to develop writing practice
Free writing consultations
Writing workshops
Academic English Coaching program",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What is the likely penalty for a second offense of accessing unauthorized information during an exam?,FD grade imposed by Chair for second offense,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Why is purchasing an essay from a website considered a serious academic integrity violation?,"- Because submitting purchased work as your own is presenting someone else’s work as yours (misrepresentation/fraud).
- It violates the Academic Integrity Policy (S.2.3.4).
- It is unfair to other students who did their own work.
- It deprives you of learning and development of essential academic writing skills.
- Purchased essays may not be original and can introduce additional plagiarism risks.
- It can result in serious penalties (e.g., FD grade imposed by the Chair, which affects transcripts and future opportunities).",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Which policy section covers submitting purchased or acquired work as one’s own (S. 2.3.4)?,S. 2.3.4,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What support services are available for students who need writing help or English language coaching?,"Student Learning Commons — free writing consultations and workshops
Academic English Coaching program — in-person support for students with English as an Additional Language",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What does the text say about falsifying documents to gain an academic advantage?,"- Engaging in misrepresentation, including falsifying documents, to gain an advantage in a course, is a serious offense of the Academic Integrity policy under s. 2.3.10.
- By misrepresenting your situation, you are attempting to unfairly get an advantage (more time to study) that other students do not have.
- Any type of document alteration violates the Academic Integrity policy (e.g., altering test answers, submitting falsified documentation to excuse an absence).
- Lying to an instructor or staff is considered a very serious offense and forging documentation is fraud.
- Likely penalty: FD grade imposed by Chair — FD grades remain on transcript for two years after graduation and limit chances of acceptance to graduate school.",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Which policy section covers misrepresentation and falsifying documents (s. 2.3.10)?,s. 2.3.10,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What is the likely penalty for submitting a forged medical note to obtain extra time?,FD grade imposed by Chair – FD grades remain on transcript for two years after graduation and limits chances of acceptance to graduate school.,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
"How long do FD grades remain on a transcript, and what impact can they have on graduate school admission?","They remain on the transcript for two years after graduation.  
They limit your chances of acceptance to graduate school.",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What is the offense related to obtaining and using an instructor’s proprietary exam materials?,"Obtaining unauthorized examination material — sharing, selling or using an instructor’s proprietary instructional, examination or other course materials (offense under s.2.3.15)",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
"Which policy section addresses sharing, selling, or using proprietary course materials (s. 2.3.15)?",s. 2.3.15,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What warning does the text give about “Pay to Pass” tutoring services?,You put yourself at risk of being sanctioned by the University and you will not learn the material needed to be successful in your academics or future career.,0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What should a student do if they are worried about managing their course load?,"Speak to your instructor or TA during office hours
Seek help early from your academic advisor
Contact SFU Health and Counselling for support
Meet with the Student Learning Commons for time‑management and writing help",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Where is Simon Fraser University located as listed in the extracted text?,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
Which Indigenous peoples’ unceded traditional territories does Simon Fraser University acknowledge in the text?,"xʷməθkʷəy̓əm (Musqueam)
Sḵwx̱wú7mesh Úxwumixw (Squamish)
səlilwətaɬ (Tsleil-Waututh)
q̓íc̓əy̓ (Katzie)
kʷikʷəƛ̓əm (Kwikwetlem)
Qayqayt
Kwantlen
Semiahmoo
Tsawwassen",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
"What examples of good academic practice are described in the introduction (research, citation, original interpretation)?","Researching information from relevant sources
Giving credit for previous ideas through proper citation
Assembling sources to convey your original interpretation, opinion, or idea",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
"What are the recommended contacts for students seeking academic or mental health support (instructor, TA, academic advisor, SFU Health and Counselling)?","Instructor
TA
Academic advisor
SFU Health and Counselling",0_1_12_1,https://www.sfu.ca/students/enrolment-services/academic-integrity/violations.html
What is the purpose of the Supports and Resources page described in the text?,"To help students find trustworthy, ethical academic support and to warn them about unethical third‑party services and tutors that can jeopardize academic integrity.",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What warning does the page give about companies that advertise academic support services?,They may be scams — sounding too good to be true; some students have been duped and extorted by third‑party companies claiming to provide academic support.,0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What harmful outcomes have some students experienced from third-party companies?,Duped and extorted,0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
Are SFU approved tutors available to help students?,Yes,0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
How does the text define an ethical tutor?,"Will teach you concepts so that you can learn on your own.
Will help you understand concepts so that you can apply your learning.
Reassures you that you will improve with practice and that all quality work takes time and hard work.
Can help you become a true master of your work so that when you are in a career you will be able to do what you are hired for.",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What behaviors characterize an unethical tutor according to the text?,"Relies on keeping students dependent on the tutor.
Will do your assignment/essay for you without checking if this is permitted by the instructor.
Makes you believe that SFU courses are too hard for you to succeed in without their help.
Advertises a “guarantee” on grades and promises answers to test questions, giving you a false sense of your skills and abilities.",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What is the relationship between academic integrity and professional integrity as stated in the text?,Academic integrity leads to professional integrity.,0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What will an ethical tutor do to help a student learn?,"Will help you understand concepts so that you can apply your learning.
Reassures you that you will improve with practice and that all quality work takes time and hard work.
Can help you become a true master of your work so that when you are in a career you will be able to do what you are hired for.",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What reassurance will an ethical tutor give about improving?,Reassures you that you will improve with practice and that all quality work takes time and hard work.,0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
How can an ethical tutor help students in their future careers?,"Will help you understand concepts so that you can apply your learning.
Can help you become a true master of your work so that when you are in a career you will be able to do what you are hired for.",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What actions by a tutor are described as unethical in the text?,"Will do your assignment/essay for you without checking if this is permitted by the instructor.
Makes you believe that SFU courses are too hard for you to succeed in without their help.
Advertises a “guarantee” on grades and promises answers to test questions which give you a false sense of your skills and abilities.
Relies on keeping students dependent on the tutor.",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What kinds of advertising claims by third-party companies are specifically criticized?,"Guarantee on grades
Promises answers to test questions",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
"What does the text say about purchasing assignments, exam questions, or essays?","Purchasing assignments, exam questions, or essays is a serious violation of the SFU Academic Integrity policy. Students found to have submitted work authored by someone else commonly receive a zero for the work and may also receive an FD (Failed for Dishonesty) on their transcript.",0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
What is the most common consequence for students found to have submitted work authored by someone else?,Receive a zero for the work (possibly an FD — Failed for Dishonesty — grade on their transcript).,0_1_12_2,https://www.sfu.ca/students/enrolment-services/academic-integrity/putting-yourself-at-risk.html
