name,title,relevance,link
0_13,Join the SFU community,0,https://www.sfu.ca/students/admission/apply.html
0_14,Safety & Risk Services,3,https://www.sfu.ca/srs.html
0_14_1,24/7 emergency contacts,3,https://www.sfu.ca/srs/contact/24-7-emergency-contacts.html
0_14_2,Report a hazard,0,https://www.sfu.ca/srs/contact/report/report-hazard.html
0_14_2_1,Safety committees,3,https://www.sfu.ca/srs/work-research-safety/safety-committees.html
0_14_2_2,Contact Us,0,https://www.sfu.ca/fs/about/contact-us.html
0_14_3,Report an incident,0,https://www.sfu.ca/srs/contact/report/report-incident.html
0_14_3_1,Claims,0,https://www.sfu.ca/srs/risk-emergency-planning/insurance-risk/claims.html#main_content_title
0_14_3_2,Incident reporting FAQ,0,https://www.sfu.ca/srs/work-research-safety/contact/report/report-incident/incident-reporting-faq.html
0_14_3_3,Canvas sign-in,0,https://cas.sfu.ca/cas/login
0_14_4,Safety Spectrum,3,https://www.sfu.ca/srs/work-research-safety/safety-spectrum.html
0_14_4_1,Frequently Asked Questions,0,https://www.sfu.ca/srs/work-research-safety/safety-spectrum/FAQ.html
0_15,Maps & Directions,0,https://www.sfu.ca/campuses/maps-and-directions/burnaby-map.html
0_16,Admission,1,https://www.sfu.ca/admission
0_17,Road Report,0,https://www.sfu.ca/srs/campus-safety-security/traffic-safety/road-report.html
0_18,SFU Advancement,0,https://give.sfu.ca/
0_19,Emergency information and procedures,3,https://www.sfu.ca/emergency
0_20,A-Z Directory,0,https://www.sfu.ca/dir/a.html
